nama_menu,harga_menu,kategori_course,profil_rasa,nama_restoran,link_restoran,alamat
Choco Lava,23000,Beverage,manis creamy pekat dingin coklat,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Choco Hazelnut,20000,Beverage,manis creamy dingin coklat hazelnut,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Ovaltine,17500,Beverage,manis creamy dingin coklat malt,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Choco Lava Float,25500,Beverage,manis creamy dingin coklat float,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Choco Avocado Float,29000,Beverage,creamy manis dingin coklat alpukat,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Choco Avocado,19500,Beverage,creamy manis dingin coklat alpukat,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Boba Brown Sugar Fresh Milk,21500,Beverage,manis creamy dingin brown sugar susu boba,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Boba Brown Sugar Milk Tea,21500,Beverage,manis creamy dingin milk tea brown sugar,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Lychee Yakult,20000,Beverage,asam manis segar dingin leci yakult,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Mango Yakult,21500,Beverage,asam manis segar dingin mangga yakult,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Lemon Tea Yakult,29000,Beverage,asam manis segar dingin lemon teh yakult,Haus Kalisari,https://gofood.co.id/jakarta/restaurant/haus-kalisari-16863a46-8c38-46d6-961d-46d514ea2a12,"Jl. Kalisari No. 10, Cijantung, Jakarta"
Double Chocco Isi 4,23750,Dessert,manis coklat kue balok,Kue Balok Kenanga,https://gofood.co.id/jakarta/restaurant/kue-balok-nusantara-kalisari-2-c1961633-2aa2-4b6a-bcd4-f5cf854c6cb5,"Jl. Kalisari 2 No. 10, Ps. Rebo, Jakarta Timur"
Almond Isi 4,23750,Dessert,manis kacang kue balok,Kue Balok Kenanga,https://gofood.co.id/jakarta/restaurant/kue-balok-nusantara-kalisari-2-c1961633-2aa2-4b6a-bcd4-f5cf854c6cb5,"Jl. Kalisari 2 No. 10, Ps. Rebo, Jakarta Timur"
Kue Balok Original Isi 4,17500,Dessert,manis kue balok,Kue Balok Kenanga,https://gofood.co.id/jakarta/restaurant/kue-balok-nusantara-kalisari-2-c1961633-2aa2-4b6a-bcd4-f5cf854c6cb5,"Jl. Kalisari 2 No. 10, Ps. Rebo, Jakarta Timur"
Toping Greentea Isi 4,23750,Dessert,manis greentea kue balok,Kue Balok Kenanga,https://gofood.co.id/jakarta/restaurant/kue-balok-nusantara-kalisari-2-c1961633-2aa2-4b6a-bcd4-f5cf854c6cb5,"Jl. Kalisari 2 No. 10, Ps. Rebo, Jakarta Timur"
Toping Keju isi 4,23750,Dessert,manis gurih keju kue balok,Kue Balok Kenanga,https://gofood.co.id/jakarta/restaurant/kue-balok-nusantara-kalisari-2-c1961633-2aa2-4b6a-bcd4-f5cf854c6cb5,"Jl. Kalisari 2 No. 10, Ps. Rebo, Jakarta Timur"
Toping Capucino Isi 4,22500,Dessert,manis capucino kue balok,Kue Balok Kenanga,https://gofood.co.id/jakarta/restaurant/kue-balok-nusantara-kalisari-2-c1961633-2aa2-4b6a-bcd4-f5cf854c6cb5,"Jl. Kalisari 2 No. 10, Ps. Rebo, Jakarta Timur"
Toping Tiramisu Crunchy Isi 4,23750,Dessert,manis tiramisu kue balok,Kue Balok Kenanga,https://gofood.co.id/jakarta/restaurant/kue-balok-nusantara-kalisari-2-c1961633-2aa2-4b6a-bcd4-f5cf854c6cb5,"Jl. Kalisari 2 No. 10, Ps. Rebo, Jakarta Timur"
Toping Milk Crunchy Isi 4,23750,Dessert,manis crispy susu kue balok,Kue Balok Kenanga,https://gofood.co.id/jakarta/restaurant/kue-balok-nusantara-kalisari-2-c1961633-2aa2-4b6a-bcd4-f5cf854c6cb5,"Jl. Kalisari 2 No. 10, Ps. Rebo, Jakarta Timur"
Kebuli Domba,58305,Main Course,asin gurih rempah aromatik daging domba nasi kebuli,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Kebuli Sapi,52325,Main Course,asin gurih rempah savory daging sapi nasi kebuli,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Kebuli Ayam Roasted Jumbo,52325,Main Course,asin gurih manis rempah ayam roasted nasi kebuli,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Kebuli Ayam Goreng,29900,Main Course,asin gurih rempah crispy ayam goreng kebuli,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Biryani Domba,64285,Main Course,asin gurih rempah kuat aromatik domba biryani,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Biryani Sapi,59800,Main Course,asin gurih rempah aromatik daging sapi biryani,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Biryani Ayam Roasted Jumbo,64285,Main Course,asin gurih rempah manis ayam roasted biryani,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Biryani Ayam Goreng,40365,Main Course,asin gurih rempah crispy ayam biryani,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Samosa Jumbo (1Pcs),14500,Appetizer,asin gurih rempah ayam daging sapi sayuran crispy pastry,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Kebab Super (1pcs),21600,Appetizer,asin gurih smoky creamy daging kebab,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Dimsum Bakar isi 5pcs,31000,Appetizer,asin gurih manis smoky dimsum bakar,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Dimsum Kukus isi 5pcs,31000,Appetizer,asin gurih juicy lembut dimsum kukus,Kebuli Ahmad,https://gofood.co.id/jakarta/restaurant/nasi-kebuli-bang-ahmad-kalisari-2-pasar-rebo-kalisari-0b0b6a16-83fa-40a6-9d32-f928044a3ea2,Jl Kalisari 2 No 58 Kalisari Pasar Rebo JAKARTA TIMUR
Seblak Komplit Ceker,24500,Main Course,asin gurih pedas telur kerupuk batagor ceker kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Campur Telor,22000,Main Course,asin gurih pedas telur kerupuk batagor kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Campur Biasa,15000,Main Course,asin gurih pedas kerupuk batagor kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Komplit Tulang,26000,Main Course,asin gurih pedas kerupuk batagor telur tulang kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Komplit Kikil,26000,Main Course,asin gurih pedas kerupuk batagor telur kikil kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Komplit Sayap,28500,Main Course,asin gurih pedas kerupuk telur sayap ayam batagor kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Komplit Tulang Ceker,31000,Main Course,asin gurih pedas kerupuk batagor tulang ceker kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Seblak Komplit Ceker Sayap,32500,Main Course,asin gurih pedas kerupuk batagor telur ceker sayap ayam kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Komplit Tulang Sayap,33500,Main Course,asin gurih pedas kerupuk batagor telur tulang sayap ayam kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Komplit Tulang Ceker Sayap,37500,Main Course,asin gurih pedas kerupuk batagor telur tulang ceker sayap ayam kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Makaroni Basah,24500,Main Course,asin gurih pedas makaroni baso sosis,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Bakso Aci (Boci),24500,Main Course,asin gurih segar pedas baso aci batagor kerupuk,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Spatulaker,27000,Main Course,asin gurih pedas mie tulang ceker ayam,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Suki (Kuah Tomyam),31000,Main Course,asin gurih pedas kerupuk batagor kwetiau mie seblak,Seblak Spatula,https://gofood.co.id/jakarta/restaurant/seblak-spatula-2-kalisari-807bed6d-f8ad-45f5-b49d-7e5e052a297b,"Jl. Kalisari No. 3A Rt 02 Rw 01, Kalisari, Pasar Rebo, Jakarta Timur"
Cah Kangkung,33000,Main Course,gurih savory bawang manis sayur tumis,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Jumbo Goreng,67500,Main Course,gurih juicy crispy bebek goreng,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Jumbo Bakar,67500,Main Course,gurih manis smoky bebek bakar,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Super Goreng,59500,Main Course,gurih juicy crispy bebek goreng,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Jumbo Goreng Bumbu Hitam,72200,Main Course,gurih rempah pekat sedikit pedas bebek,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Bebek Super Goreng Bumbu Hitam,64000,Main Course,gurih rempah pekat sedikit pedas bebek,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Super Paha Goreng,44500,Main Course,gurih juicy crispy ayam goreng,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Super Paha Bakar,44500,Main Course,gurih manis smoky ayam bakar,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Super Dada Bakar,44500,Main Course,gurih manis smoky ayam bakar,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Super Gorang Bumbu Hitam,49500,Main Course,gurih rempah pekat ayam goreng,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Penyet Paha,46000,Main Course,gurih pedas savory ayam penyet,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Penyet Dada,46000,Main Course,gurih pedas savory ayam penyet,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Pejantan Setengah   Ekor Goreng,69000,Main Course,gurih juicy crispy ayam pejantan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ayam Pejantan Setengah  Ekor Bakar,69000,Main Course,gurih manis smoky ayam bakar,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Nila Goreng,56000,Main Course,gurih crispy savory ikan goreng,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Nila Bakar,56000,Main Course,gurih manis smoky ikan bakar,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Bawal Goreng,46000,Main Course,gurih crispy savory ikan bawal,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Bawal Bakar,46000,Main Course,gurih manis smoky ikan bawal,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Lele Goreng,36000,Main Course,gurih crispy savory lele goreng,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Ikan Lele Bakar,36000,Main Course,gurih manis smoky lele bakar,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Tahu - Tempe Goreng,23000,Appetizer,gurih crispy ringan tahu tempe,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Tempe Goreng Tepung,25000,Appetizer,gurih crispy renyah tempe tepung,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Chocolate Float,30000,Beverage,manis creamy dingin coklat float,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Strawberry Float,30000,Beverage,manis creamy segar dingin stroberi,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Vanilla Float,30000,Beverage,manis creamy dingin vanilla susu,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Chocolate,25000,Beverage,manis creamy dingin coklat,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Strawberry,25000,Beverage,manis creamy segar dingin stroberi,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Milkshake Vanilla,25000,Beverage,manis creamy dingin vanilla,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Orange Squash,26500,Beverage,manis asam soda segar jeruk,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Lemon Squash,26500,Beverage,asam manis soda segar lemon,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Es Teler Durian,38000,Beverage,manis creamy dingin durian santan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Es Teler Original - Prambose,34500,Beverage,manis creamy segar buah santan,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Alpukat Float,36000,Beverage,creamy manis dingin alpukat float,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Strawberry Float,31000,Beverage,manis segar creamy dingin stroberi,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Jeruk Float,31000,Beverage,manis asam segar dingin jeruk,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Sirsak Float,31000,Beverage,asam manis segar dingin sirsak,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Melon Float,31000,Beverage,manis segar dingin melon,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Jambu Float,31000,Beverage,manis segar dingin jambu,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Mangga Float,36000,Beverage,manis segar creamy dingin mangga,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Alpukat,31000,Beverage,creamy manis dingin alpukat,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Strawberry,26000,Beverage,manis segar dingin stroberi,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Jeruk,26000,Beverage,manis asam segar dingin jeruk,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Sirsak,26000,Beverage,asam manis segar dingin sirsak,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Melon,26000,Beverage,manis segar dingin melon,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Jambu,26000,Beverage,manis segar dingin jambu,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
Jus Mangga,31000,Beverage,manis segar creamy dingin mangga,Abtl Kalisari,https://gofood.co.id/jakarta/restaurant/ayam-bebek-tulang-lepasss-cijantung-62bd5238-d665-4cc0-aa30-1c7aa91d7439,"Jl. Kalisari Simpang Tiga, Cijantung, Jakarta"
